Age,DailyRate,DistanceFromHome,Education,Gender,HourlyRate,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,YearsWithCurrManager,TotalWorkingYears,Attrition
58,601,7,4,0,53,1,10008,12023,7,9,31,Yes
40,329,1,4,1,88,2,2387,6762,3,3,7,No
36,607,7,3,0,83,1,4639,2261,2,13,17,No
48,855,4,3,1,54,4,7898,18706,1,8,11,No
27,1291,11,3,0,98,4,2534,6527,8,0,5,No
51,1405,11,2,0,82,2,13142,24439,3,3,29,No
18,1124,1,3,0,97,4,1611,19305,1,0,0,No
35,817,1,3,0,60,4,5363,10846,0,0,10,No
27,793,2,1,1,43,4,5071,20392,3,0,8,No
55,267,13,4,1,85,3,13695,9277,6,8,24,Yes
56,1369,23,3,1,68,2,13402,18235,4,9,33,No
34,999,26,1,0,92,3,2029,15891,1,0,5,No
40,1202,2,1,0,89,3,6377,13888,5,8,15,No
34,285,29,3,1,86,3,5429,17491,4,7,10,No
31,703,2,3,0,90,4,2785,11882,7,0,3,Yes
35,662,18,4,0,67,3,4614,23288,0,2,5,Yes
38,693,7,3,1,57,3,2610,15748,1,3,4,No
34,404,2,4,0,98,4,6687,6163,1,11,14,No
28,736,26,3,1,48,1,4724,24232,1,4,5,No
31,330,22,4,1,98,3,6179,21057,1,7,10,Yes
39,1498,21,4,1,44,4,6120,3567,3,4,8,No
51,541,2,3,1,52,2,10596,15395,2,2,14,No
41,1200,22,3,0,75,4,5467,13953,3,3,12,No
37,1439,4,1,1,54,3,2996,5182,7,3,8,No
33,1111,5,1,1,61,4,9998,19293,6,2,8,No
32,499,9.19193989,1,1,36,2,4078,20497,0,2,4,No
39,1485,25,2,1,71,3,10920,3449,3,5,13,No
25,1372,18,1,1,93,3,6232,12477,2,2,6,No
52,322,28,2,0,59,3,13247,9731,2,2,24,No
43,930,6,3,0,73,3,4081,20003,1,8,20,No
27,205,10,3,0,98,4,5769,7100,1,4,6,No
27,135,17,4,0,51,3,2394,25681,1,7,8,Yes
26,683,9.19193989,1,1,36,4,3904,4050,0,1,5,No
42,1147,10,3,0,31,1,16799,16616,0,9,21,No
52,258,8,4,0,54,1,2950,17363,9,4,12,No
37,1462,11,3,0,94,3,3629,19106,4,2,8,No
35,200,18,2,1,60,4,9362,19944,2,2,10,No
25,949,1,3,1,81,4,3229,4910,4,2,7,No
26,652,7,3,1,100,1,3578,23577,0,7,8,No
29,332,9.19193989,3,1,51,1,7988,9769,1,9,10,No
49,1475,28,2,1,97,1,4284,22710,3,3,20,Yes
29,337,14,1,0,84,4,7553,22930,0,7,9,Yes
54,971,1,3,0,54,4,17328,5652,6,7,29,No
58,1055,1,3,0,76,1,19701,22456,3,5,32,No
55,1136,1,4,1,81,4,14732,12414,2,0,31,No
36,1174,3,4,0,99,2,9278,20763,3,1,15,No
31,667,1,4,0,50,3,1359,16154,1,0,1,Yes
30,855,7,4,0,73,1,4779,12761,7,2,8,No
31,182,8,5,0,93,2,16422,8847,3,0,9,No
34,560,1,4,1,91,1,2996,20284,5,3,10,No
31,202,8,3,0,34,2,1261,22262,1,0,1,Yes
27,1377,11,1,1,91,1,2099,7679,0,4,6,No
36,172,4,4,1,37,4,5810,22604,1,8,10,No
36,329,16,4,0,98,1,5647,13494,4,2,11,No
47,465,1,3,1,74,4,3420,10205,7,2,17,No
25,383,9,2,1,68,1,4400,15182,3,2,6,Yes
37,1413,5,2,1,84,3,3500,25470,0,3,7,No
56,1255,1,2,0,90,1,2066,10494,2,0,5,No
47,359,2,4,0,82,3,17169,26703,3,6,26,No
24,1476,4,1,0,42,3,4162,15211,1,3,5,No
32,601,7,5,1,97,4,9204,23343,4,3,7,No
34,401,1,3,0,86,2,3294,3708,5,2,7,No
41,1283,5,5,1,90,3,2127,5561,2,3,7,No
40,663,9,4,1,81,3,3975,23099,3,7,11,No
31,326,8,2,1,31,4,10793,8386,1,9,13,No
46,377,9,3,1,52,4,10096,15986,4,3,28,Yes
39,592,2,3,0,54,1,3646,17181,2,0,11,Yes
31,1445,1,5,0,100,2,7446,8931,1,7,10,Yes
45,1038,20,3,1,95,1,10851,19863,2,7,24,No
31,1398,8,2,0,96,2,2109,24609,9,2,8,No
31,523,2,3,1,94,4,3722,21081,6,2,7,Yes
45,1448,29,3,1,55,4,9380,14720,4,2,10,No
48,1221,7,3,1,96,1,5486,24795,4,2,15,No
34,1107,9,4,0,52,3,2742,3072,1,2,2,Yes
40,218,8,1,1,55,2,13757,25178,2,8,16,No
28,866,5,3,1,84,1,8463,23490,0,3,6,No
44,981,5,3,1,90,3,3162,7973,3,3,7,No
53,447,2,3,1,39,2,16598,19764,4,8,35,No
49,1495,5,4,1,96,3,6651,21534,2,2,20,No
40,896,2,3,1,68,3,2345,8045,2,2,8,No
44,1467,20,3,1,49,2,3420,21158,1,3,6,No
33,430,7,3,1,54,1,4373,17456,0,3,5,No
34,1326,3,3,1,81,1,4759,15891,3,12,15,No
30,1358,16,1,1,96,3,5301,2939,8,2,4,No
42,748,9,2,0,74,4,3673,16458,1,8,12,No
44,383,1,5,0,79,3,4768,9282,7,0,11,No
30,990,7,3,1,64,3,1274,7152,1,0,1,No
57,405,1,2,1,93,3,4900,2721,0,8,13,No
49,1490,7,4,1,35,2,10466,20948,3,7,29,No
34,829,15,3,1,71,1,17007,11929,7,9,16,No
28,1496,1,3,1,92,3,2909,15747,3,2,5,Yes
29,115,13,3,0,51,2,5765,17485,5,0,7,Yes
34,790,24,4,0,40,2,4599,7815,0,10,16,Yes
35,660,7,1,1,76,3,2404,16192,1,0,1,No
24,381,9,3,1,89,1,3172,16998,2,0,4,Yes
24,830,13,2,0,78,2,2033,7103,1,0,1,No
44,1193,2,1,1,86,3,10209,19719,5,2,16,No
29,1246,19,3,1,77,3,8620,23757,1,4,10,No
30,330,1,3,1,46,3,2064,15428,0,3,6,No
55,1229,4,4,1,30,3,4035,16143,0,2,4,No
33,1099,4,4,0,82,2,3838,8192,8,2,8,No
47,571,14,3,0,78,3,4591,24200,3,2,11,No
28,289,2,2,1,38,1,2561,5355,7,0,8,Yes
28,1423,1,3,1,72,3,1563,12530,1,0,1,No
28,467,7,3,1,55,1,4898,11827,0,3,5,No
49,271,3,2,0,43,1,4789,23070,4,2,10,No
29,410,2,1,0,97,2,3180,4668,0,2,4,No
28,1083,29,1,1,96,2,6549,3173,1,7,8,No
33,516,8,5,1,69,3,6388,22049,2,0,14,No
32,495,10,3,1,64,4,11244,21072,2,0,10,No
54,1050,11,4,0,87,4,16032,24456,3,12,26,No
29,224,1,4,1,100,1,2362,7568,6,7,11,Yes
44,136,28,3,1,32,1,16328,22074,3,17,24,No
39,1089,6,3,0,32,2,8376,9150,4,2,9,No
46,228,3,3,0,51,2,16606,11380,8,1,23,No
35,1029,16,3,0,91,2,8606,21195,1,3,11,No
23,507,20,1,1,97,3,2272,24812,0,2,5,No
40,676,9,4,1,86,1,2018,21831,3,0,15,Yes
31,561,3,3,0,33,3,4084,4156,1,7,7,Yes
50,333,22,5,1,88,4,14411,24450,1,9,32,No
34,1440,7,2,1,55,3,2308,4944,0,7,12,No
42,1210,2,3,1,68,2,4841,24052,4,0,4,No
37,674,13,3,1,47,4,4285,3031,1,7,10,No
29,441,8,1,0,39,1,9715,7288,3,7,9,No
33,575,25,3,1,44,2,4320,24152,1,2,5,No
45,950,28,3,1,97,4,2132,4585,4,3,8,No
42,288,2,3,1,40,4,10124,18611,2,9,24,No
40,1342,9,2,1,47,1,5473,19345,0,1,9,No
33,589,28,4,1,79,3,5207,22949,1,7,15,No
40,898,6,2,1,38,4,16437,17381,1,7,21,No
24,350,21,2,1,57,1,2296,10036,0,0,2,No
40,1142,8,2,1,72,4,4069,8841,3,2,8,No
45,538,1,4,1,66,2,7441,20933,1,7,10,No
35,1402,28,4,0,98,3,2430,26204,0,2,6,No
32,824,5,2,0,67,2,5878,15624,3,5,12,No
36,1157,2,4,1,70,4,2644,17001,3,2,7,No
48,492,16,4,0,96,3,6439,13693,8,7,18,No
29,598,9,3,1,91,3,2451,22376,6,0,5,No
33,1242,8,4,1,46,1,6392,10589,2,2,8,No
30,740,1,3,1,64,1,9714,5323,1,7,10,Yes
38,888,10,4,1,71,3,6077,14814,3,2,10,No
35,992,1,3,1,68,1,2450,21731,1,2,3,No
30,1288,29,4,1,33,2,9250,17799,3,3,9,No
35,104,2,3,0,69,1,2074,26619,1,0,1,Yes
53,607,2,5,0,78,4,10169,14618,0,9,34,Yes
38,903,2,3,1,81,2,4855,7653,4,4,7,Yes
32,1200,1,4,1,62,1,4087,25174,4,2,9,No
48,1108,15,4,0,65,1,2367,16530,8,6,10,No
34,479,7,4,1,35,4,2972,22061,1,0,1,No
55,685,26,5,1,60,4,19586,23037,1,13,36,No
34,1351,1,4,1,45,4,5484,13008,9,1,9,No
26,474,3,3,0,89,4,2061,11133,1,0,1,No
38,1245,14,3,1,80,2,9924,12355,0,7,10,No
38,437,16,3,0,90,2,4198,16379,2,2,8,No
36,884,1,4,0,73,3,6815,21447,6,0,15,No
29,1370,3,1,1,87,1,4723,16213,1,5,10,No
35,670,10,4,0,51,3,6142,4223,3,4,10,No
39,1462,6,3,1,38,3,8237,4658,2,6,11,No
29,995,2,1,1,87,4,8853,24483,1,3,6,No
50,264,9,3,1,59,3,19331,19519,4,0,27,No
23,977,10,3,1,45,3,2073,12826,2,2,4,No
36,1302,6,4,1,80,1,5562,19711,3,2,9,No
42,1059,9,2,1,93,4,19613,26362,8,1,24,No
35,750,28,3,1,46,3,3407,25348,1,8,10,No
34,653,10,4,1,92,3,5063,15332,1,7,8,No
40,118,14,2,0,84,1,4639,11262,1,2,5,No
43,990,27,3,1,87,2,4876,5855,5,2,8,No
35,1349,7,2,1,63,4,2690,7713,1,1,1,No
46,563,1,4,1,56,1,17567,3156,1,12,27,No
28,329,24,3,1,51,2,2408,7324,1,0,1,Yes
22,457,26,2,0,85,3,2814,10293,1,3,4,No
50,1234,20,5,1,41,3,11245,20689,2,13,32,No
32,634,5,4,0,35,4,3312,18783,3,2,6,No
44,1313,7,3,0,31,4,19049,3549,0,10,23,No
30,241,7,3,1,48,2,2141,5348,1,1,6,No
45,1015,5,5,0,50,1,5769,23447,1,4,10,No
45,336,26,3,1,52,1,4385,24162,1,5,10,No
31,715,2,4,1,54,1,5332,21602,7,3,10,No
36,559,12,4,0,76,3,4663,12421,9,1,7,No
34,426,10,4,1,42,4,4724,17000,1,2,9,No
49,722,25,4,0,84,1,3211,22102,1,4,10,No
39,1387,10,5,1,76,1,5377,3835,2,7,10,No
27,1302,19,3,1,67,1,4066,16290,1,7,7,No
35,819,18,5,1,48,1,5208,26312,1,10,16,No
28,580,27,3,0,39,1,4877,20460,0,0,6,No
21,546,5,1,1,97,4,3117,26009,1,2,3,No
18,544,3,2,0,70,4,1569,18420,1,0,0,Yes
47,1176,26,4,0,98,3,19658,5220,3,0,27,No
39,170,3,2,1,76,3,3069,10302,0,7,11,No
40,884,15,3,0,80,3,10435,25800,1,12,18,No
35,208,8,4,0,52,3,4148,12250,1,9,15,No
37,671,19,3,1,85,3,5768,26493,3,2,9,No
39,711,4,3,0,81,3,5042,3140,0,8,10,No
45,1329,2,2,0,59,4,5770,5388,1,9,10,No
38,397,2,2,0,54,3,7756,14199,3,2,10,No
35,737,10,3,1,55,1,10306,21530,9,0,15,Yes
37,1470,10,3,0,71,2,3936,9953,1,7,8,No
40,448,16,3,0,84,4,7945,19948,6,3,18,No
44,602,1,5,1,37,4,5743,10503,4,2,14,No
48,365,4,5,1,89,4,15202,5602,2,2,23,No
35,763,15,2,1,59,4,5440,22098,6,2,7,Yes
24,567,2,1,0,32,4,3760,17218,1,3,6,No
27,486,8,3,0,86,3,3517,22490,7,2,5,No
27,591,2,3,1,87,4,2580,6297,2,2,6,No
40,1329,7,3,1,73,1,2166,3339,3,3,10,Yes
29,469,10,3,1,42,3,5869,23413,9,4,8,No
36,711,5,4,0,42,1,8008,22792,4,2,9,No
25,772,2,1,1,77,3,5206,4973,1,7,7,No
39,492,12,3,1,66,2,5295,7693,4,0,7,No
49,301,22,4,0,72,2,16413,3498,3,2,27,No
50,813,17,5,0,50,1,13269,21981,5,11,19,No
20,1141,2,3,0,31,3,2783,13251,1,2,2,No
34,1130,3,3,0,66,2,5433,19332,1,9,11,No
36,311,7,3,1,77,2,2013,10950,2,3,15,No
49,465,6,1,0,41,3,13966,11652,2,12,30,No
36,894,1,4,0,33,3,4374,15411,0,2,4,No
36,1040,3,2,1,79,1,6842,26308,6,4,13,No
54,584,22,5,0,91,3,17426,18685,3,7,36,No
43,1291,15,2,1,65,3,17603,3525,1,11,14,No
35,880,12,4,1,36,4,4581,10414,3,7,13,Yes
38,1189,1,3,1,90,4,4735,9867,7,9,19,No
29,991,5,3,1,43,2,4187,3356,1,3.72303341,10,No
33,392,2,4,1,93,4,5505,3921,1,4,6,No
32,977,2,3,1,45,2,5470,25518,0,6,10,No
31,1112,5,4,0,67,4,5476,22589,1,2,10,No
49,464,16,3,0,74,1,2587,24941,4,2,17,No
38,148,2,3,0,42,2,2440,23826,1,3,4,No
47,1225,2,4,0,47,2,15972,21086,6,2,29,No
49,809,1,3,1,36,3,15379,22384,4,0,23,No
41,1206,23,2,1,80,3,7082,11591,3,2,21,No
20,727,9,1,1,54,1,2728,21082,1,2,2,No
33,530,16,3,0,36,4,5368,16130,1,2,7,No
36,1351,26,4,1,80,3,5347,7419,6,2,10,No
44,528,1,3,0,44,4,3195,4167,4,2,8,No
23,1320,8,1,1,93,3,3989,20586,1,2,5,Yes
38,1495,4,2,0,87,3,3306,26176,7,0,7,No
53,1395,24,4,1,48,4,7005,3458,3,2,11,No
48,708,7,2,0,95,3,2655,11740,2,7,19,Yes
32,1259,2,4,1,95,2,1393,24852,1,0,1,Yes
26,786,7,3,1,76,4,2570,11925,1,7,7,No
55,1441,22,3,1,94,2,3537,23737,5,2,8,No
34,1157,5,2,1,57,4,3986,11912,1,13,15,No
60,370,1,4,1,92,4,10883,20467,3,0,19,No
33,267,21,3,1,79,2,2028,13637,1,13,14,No
37,1278,1,4,1,31,4,9525,7677,1,3,6,No
34,678,19,3,0,35,4,2929,20338,1,7,10,No
23,427,7,3,1,99,4,2275,25103,1,2,3,Yes
44,921,2,3,0,96,4,7879,14810,1,7,9,No
35,146,2,4,1,79,4,4930,13970,0,4,6,No
43,1179,2,3,1,73,4,7847,6069,1,8,10,No
24,581,9,3,1,62,3,4401,17616,1,4,5,No
41,918,6,3,1,35,3,9241,15869,1,7,10,No
29,1082,9,4,0,65.84941821,3,2974,25412,9,2,9,No
36,530,2,4,0,51,4,4502,7439,3,7,17,No
45,1238,1,1,1,74,3,10748,3395,3,4,25,No
24,240,22,1,1,58,3,1555,11585,1,0,1,Yes
47,1093,9,3,1,82,3,12936,24164,7,10,25,Yes
26,390,17,4,1,62,3,2305,6217,1,2,3,No
45,1005,28,2,0,48,2,16704,17119,1,6,21,No
32,585,10,3,1,56,3,3433,17360,6,3,10,No
31,741,2,4,1,69,3,3477,18103,1,3,6,No
41,552,4,3,1,60,2,6430,20794,6,2,10,No
40,369,8,2,0,92,1,6516,5041,2,0,18,No
24,506,29,1,1,91,1,3907,3622,1,2,6,No
46,717,13,4,1,34,2,5562,9697,6,9,19,No
35,1370,27,4,1,49,3,6883,5151,2,7,17,No
30,793,16,1,1,33,4,2862,3811,1,8,10,No
47,543,2,4,1,87,2,4978,3536,7,0,4,No
46,1277,2,3,1,74,4,10368,5596,4,3,13,No
36,1456,13,5,1,96,1,6134,8658,5,2,16,Yes
32,964,1,2,1,34,2,6735,12147,6,0,10,Yes
23,160,4,1,0,51,2,3295,12862,1,2,3,No
31,163,24,1,0,30,4,5238,6670,2,4,9,No
39,792,1,3,1,77,4,6472,8989,1,8,9,No
32,371,19,3,1,80,3,9610,3840,3,2,10,No
40,611,7,4,1,88,2,19833,4349,1,8,21,No
45,176,4,3,0,56,3,9756,6595,4,3,9,No
30,1312,2,4,0,78,1,4968,26427,0,7,10,No
24,897,10,3,1,59,4,2145,2097,0,1,3,No
30,600,8,3,0,66,4,2180,9732,6,2,6,Yes
31,1003,5,3,1,51,3,8346,20943,1,2,6,No
27,1054,8,3,0,67,4,3445,6152,1,4,6,No
29,428,9,3,0,52,2,2760,14630,1,2,2,Yes
29,461,1,3,1,70,3,6294,23060,8,2,10,No
30,979,15,2,1,94,1,7140,3088,2,7,12,No
34,181,2,4,1,97,4,2932,5586,0,2,6,No
33,1283,2,3,0,62,2,5147,10697,8,7,13,No
49,1313,11,4,0,80,4,4507,8191,3,4,8,No
33,211,16,3,0,74,1,8564,10092,2,0,11,Yes
38,594,2,2,0,75,2,2468,15963,4,5,9,No
31,1079,16,4,1,70,3,8161,19002,2,0,10,Yes
29,590,4,3,0,91,1,2109,10007,1,0,1,No
30,305,16,3,1,58,3,5294,9128,3,7,10,No
32,953,5,4,1,65,2,2718,17674,2,7,12,No
38,833,18,3,1,60,4,5811,24539,3,0,15,No
43,807,17,3,1,38,3,2437,15587,9,0,6,Yes
42,855,12,3,1,57,2,2766,8952,8,4,7,No
55,478,2,3,1,60,1,19038,19805,8,0,34,No
33,775,4,3,1,90,2,3055,6194,5,7,11,No
41,548,9,4,1,94,1,2289,20520,1,4,5,No
34,1375,10,3,1,87,3,4001,12313,1,7,15,No
53,661,1,4,0,60,3,12965,22308,4,2,27,No
43,244,2,3,1,97,4,3539,5033,0,8,10,No
34,511,3,2,0,32,4,6029,25353,5,2,6,No
21,337,7,1,1,31,2,2679,4567,1,0,1,Yes
38,1153,6,2,0,40,3,3702,16376,1,4,5,No
22,1294,8,1,0,79,1,2398,15999,1,0,1,Yes
31,196,29,4,0,91,4,5468,13402,1,7,13,No
51,942,3,3,0,53,3,13116,22984,2,2,15,No
37,589,9,2,1,46,2,4189,8800,1,3,5,No
46,734,2,4,1,46,4,19328,14218,7,2,24,No
36,1383,10,3,1,90,1,8321,25949,7,7,15,No
44,429,1,2,1,99,2,2342,11092,1,3,6,Yes
37,1239,8,2,1,89,2,4071,12832,2,7,19,No
35,303,27,3,1,84,4,5813,13492,1,7,10,Yes
33,867,8,4,1,90,1,3143,6076,6,6,14,No
28,1181,1,3,1,82,4,2044,5531,1,3,5,No
39,1253,10,1,1,65,3,13464,7914,7,2,9,No
46,849,26,2,1,98,2,7991,25166,8,2,6,No
40,616,2,2,0,99,1,3377,25605,4,2,7,No
42,1128,13,3,1,95,1,5538,5696,5,0,10,No
35,1180,2,2,1,90,4,5762,24442,2,7,15,No
38,1336,2,3,1,100,2,2592,7129,5,8,13,No
34,234,9,4,1,93,1,5346,6208,4,7,11,Yes
37,370,10,4,1,58,1,4213,4992,1,8,10,Yes
39,766,20,3,1,83,4,4127,19188,2,2,7,No
43,343,9,3,1,52,3,2438,24978,4,2,7,No
41,447,5,3,1,85,2,6870,15530,3,2,11,No
41,796,4,1,0,81,3,10447,26458,0,5,23,No
30,1092,10,3,0,64,3,9667,2739,9,2,9,No
26,920,20,2,0,69,2,2148,6889,0,4,6,Yes
46,261,21,2,0,66,2,8926,10842,4,7,13,Yes
40,1194,1,3,0,52,4,6513,9060,4,3,12,No
34,810,8,2,1,92,3,6799,22128,1,8,10,No
58,350,2,3,1,52,2,16291,22577,4,14,37,No
35,185,23,4,1,91,3,2705,9696,0,3,6,No
47,1001,4,3,0,92,2,10333,19271,8,10,28,No
40,750,12,3,0,47,1,4448,10748,2,7,15,No
54,431,7,4,0,68,4,6854,15696,4,7,14,No
31,1125,7,4,0,68,1,9637,8277,2,2,9,No
28,1217,1,3,0,67,1,3591,12719,1,2,3,No
38,723,2,4,0,77,4,5405,4244,2,3,20,No
26,572,10,3,1,46,4,4684,9125,1,2,5,No
58,1216,15,4,1,87,3,15787,21624,2,2,23,No
18,1431,14,3,0,33,3,1514,8018,1,0,0,No
31,359,18,5,1,89,1,2956,21495,0,0,2,Yes
29,350,13,3,1,56,1,2335,3157,4,0,4,Yes
45,589,2,4,0,67,3,5154,19665,4,7,10,No
36,430,2,4,0,73,2,6962,19573,4,0,15,No
43,1422,2,4,1,92,4,5675,19246,1,7,7,No
27,1297,5,2,0,53,4,2379,19826,0,2,6,No
29,574,20,1,1,40,4,3812,7003,1,10,11,No
32,1318,10,4,1,79,4,4648,26075,8,0,4,No
42,355,10,4,1,38,3,2936,6161,3,3,10,No
47,207,9,4,0,64,3,2105,5411,4,0,7,No
46,706,2,2,1,82,4,8578,19989,3,7,12,No
28,280,1,2,1,43,4,2706,10494,1,2,3,No
29,726,29,1,1,93,3,6384,21143,8,6,11,No
42,1142,8,3,1,81,3,3968,13624,4,0,8,No
32,414,2,4,1,82,2,9907,26186,7,2,7,Yes
46,1319,3,3,0,45,1,13225,7739,2,8,25,No
27,728,23,1,0,36,3,3540,7018,1,8,9,No
29,352,6,1,1,87,2,2804,15434,1,0,1,No
43,823,6,3,0,81,3,19392,22539,7,14,21,No
48,1224,10,3,1,91,2,19665,13583,4,9,29,No
29,459,24,2,1,73,4,2439,14753,1,0,1,Yes
46,1254,10,3,0,64,2,7314,14011,5,7,14,Yes
27,1131,15,3,0,77,1,4774,23844,0,3,8,No
39,835,19,4,1,41,4,3902,5141,8,2,7,No
55,836,2,4,1,98,4,2662,7975,8,4,19,No
28,1172,3,3,0,78,2,2856,3692,1,0,1,No
30,945,9,3,1,89,4,1081,16019,1,0,1,Yes
22,391,7,1,1,75,2,2472,26092,1,0,1,Yes
36,1266,10,4,0,63,3,5673,6060,1,7,10,No
31,311,20,3,1,89,3,4197,18624,1,2,10,No
34,1480,4,3,1,64,4,9713,24444,2,0,9,No
29,592,7,3,1,59,1,2062,19384,3,2,11,No
37,783,7,4,1,78,1,4284,13588,5,4,16,No
35,219,16,2,0,44,2,4788,25388,0,2,4,No
45,556,25,2,0,93,4,5906,23888,0,8,10,No
36,1213,2,1,1,94,4,3886,4223,1,8,10,No
40,1137,1,4,1,98,1,16823,18991,2,16,22,No
26,482,1,2,0,90,3,2933,14908,1,0,1,No
27,511,2,2,0,89,3,6500,26997,0,7,9,No
48,117,22,3,0,58,4,17174,2437,3,7,24,No
44,170,1,4,1,78,1,5033,9364,2,2,10,No
34,967,16,4,1,85,1,2307,14460,1,0,5,Yes
56,1162,24,2,1,97,4,2587,10261,1,0,5,Yes
36,335,17,2,1,33,2,5507,16822,2,3,12,No
41,337,8,3,0,54,2,4393,26841,5,4,14,No
42,1396,6,3,1,83,1,13348,14842,9,7,18,No
31,1079,10,2,0,86,4,6583,20115,2,4,8,No
34,735,3,1,0,75,4,8103,16495,3,1,9,No
31,471,4,3,0,62,3,3978,16031,8,2,4,No
26,1096,6,3,1,61,4,2544,7102,0,7,8,No
45,1297,1,4,1,44,3,5399,14511,4,3,12,No
33,217,10,4,1,43,3,5487,10410,1,9,10,No
28,783,1,2,1,42,4,6834,19255,1,7,7,No
29,746,24,3,1,45,1,1091,10642,1,0,1,Yes
39,1251,21,4,0,32,3,5736,3987,6,2,10,No
27,1354,2,4,1,41,2,2226,6073,1,2,6,No
34,735,22,4,1,86,4,5747,26496,1,11,16,No
28,1475,13,2,0,84,3,9854,23352,3,2,6,Yes
47,1169,14,4,1,64,2,5467,2125,8,7,16,No
56,1443,11,5,0,89,1,5380,20328,4,0,6,No
39,867,9,2,1,87,1,5151,12315,1,9,10,No
38,1394,8,3,0,58,2,2133,18115,1,7,20,No
58,605,21,3,0,72,4,17875,11761,4,0,29,No
32,238,5,2,0,47,3,2432,15318,3,3,8,Yes
38,1206,9,2,1,71,4,4771,14293,2,3,10,No
49,1064,2,1,1,42,4,19161,13738,3,3,28,No
42,419,12,4,1,77,4,5087,2900,3,0,14,No
27,1337,22,3,0,58,2,2863,19555,1,0,1,Yes
35,682,18,4,1,71,1,5561,15975,0,4,6,No
28,1103,16,3,1,49,3,2144,2122,1,4,5,No
31,976,3,2,1,48,1,3065,3995,1,3,4,No
36,1351,9,4,1,66,2,2810,9238,1,2,5,No
34,937,1,3,1,32,4,9888,6770,1,1,14,No
34,1239,13,4,1,39,3,8628,22914,1,1,9,No
26,157,1,3,1,95,1,2867,20006,0,6,8,No
29,136,1,3,1,89,1,5373,6225,0,2,6,No
32,1146,15,4,0,34,4,6667,16542,5,2,9,No
31,1125,1,3,1,48,1,5003,5771,1,7,10,No
28,1404,17,3,1,32,4,2367,18779,5,3,6,Yes
38,1404,1,3,1,59,1,2858,11473,4,0,20,No
35,1224,7,4,0,55,4,5204,13586,1,9,10,No
27,954,9,3,1,44,4,4105,5099,1,7,7,No
32,1373,5,4,1,56,4,9679,10138,8,0,8,No
31,754,26,4,1,63,4,5617,21075,1,8,10,Yes
53,1168,24,4,1,66,1,10448,5843,6,2,15,Yes
54,155,9,2,0,67,3,2897,22474,3,3,9,No
33,1303,7,2,1,36,3,5968,18079,1,8,9,No
43,574,11,3,1,30,3,7510,16873,1,9,10,No
38,1444,1,4,1,88,2,2991,5224,0,2,7,No
55,189,26,4,1,71,2,19636,25811,4,4,35,No
31,1276,2,1,0,59,4,1129,17536,1,0,1,No
39,119,15,4,1,77,1,13341,25098,0,10,21,No
42,335,23,2,1,37,3,4332,14811,1,7,20,No
31,697,10,3,0,40,3,11031,26862,4,8,13,No
54,157,10,3,0,77,1,4440,25198,6,4,9,No
24,771,1,2,1,45,3,4617,14120,1,2,4,No
23,571,12,2,1,78,4,2647,13672,1,4,5,No
40,692,11,3,0,73,3,6323,26849,1,4,10,No
40,444,2,2,0,92,2,5677,4258,3,10,15,No
25,309,2,3,0,82,2,2187,19655,4,2,6,No
30,911,1,2,1,76,2,3748,4077,1,7,12,No
25,977,2,1,1,57,3,3977,7298,6,2,7,No
47,1180,25,3,1,84,3,8633,13084,2,11,25,No
33,1313,1,2,1,59,3,2008,20439,1,0,1,No
38,1321,1,4,1,86,2,4440,7636,0,8,16,No
31,1154,2,2,1,54,3,3067,6393,0,2,3,No
38,508,6,4,1,72,3,5321,14284,2,7,10,No
42,557,18,4,1,35,1,5410,11189,6,2,9,No
41,642,1,3,1,76,4,2782,21412,3,0,12,No
47,1162,1,1,0,98,2,11957,17231,0,12,14,No
35,1490,11,4,1,43,3,2660,20232,7,2,5,No
22,581,1,2,1,63,3,3375,17624,0,2,4,No
35,1395,9,4,1,48,3,5098,18698,1,8,10,No
33,501,15,2,0,95,4,4878,21653,0,1,10,No
32,267,29,4,0,49,2,2837,15919,1,1,6,No
40,543,1,4,1,83,4,2406,4060,8,0,8,No
32,234,1,4,1,68,2,2269,18024,0,2,3,No
39,116,24,1,1,52,4,4108,5340,7,7,18,No
38,201,10,3,0,99,3,13206,3376,3,11,20,No
32,801,1,4,0,48,4,10422,24032,1,7,14,No
37,161,10,3,0,42,4,13744,15471,1,8,16,No
25,1382,8,2,0,85,3,4907,13684,0,4,6,No
52,585,29,4,1,40,4,3482,19788,2,0,16,No
44,1037,1,3,1,42,4,2436,13422,6,2,6,No
21,501,5,1,1,58,1,2380,25479,1,2,2,No
39,105,9,3,1,87,4,19431,15302,2,3,21,No
23,638,9,3,1,33,1,1790,26956,1,0,1,Yes
36,557,3,3,0,94,4,7644,12695,0,4,10,No
36,688,4,2,0,97,2,5131,9192,7,2,18,No
56,667,1,4,1,57,3,6306,26236,1,9,13,No
29,1092,1,4,1,36,4,4787,26124,9,2,4,Yes
42,300,2,3,1,56,3,18880,17312,5,14,24,No
56,310,7,2,1,72,3,2339,3666,8,8,14,Yes
41,582,28,4,0,60,2,13570,5640,0,10,21,No
34,704,28,3,0,95,3,6712,8978,1,7,8,No
36,301,15,4,1,88,4,5406,10436,1,11,15,No
41,930,3,3,1,57,2,8938,12227,2,4,14,No
32,529,2,3,1,78,1,2439,11288,1,2,4,No
35,1146,26,4,0,31,4,8837,16642,1,7,9,No
